waferid,y1,y2,u1,u2,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
w1,6.894516573216567,2.5090408841585505,3.177153684487137,1.5431433801480596,1.0617097257120838,0.9231201487666278,4.825418241247572,1.039368215483245,1.9705690007233727,3.0856870192502734,2.018333648849937,2.953824964479643,1.1872561268497115,2.1087429088977223
w2,8.870760041015245,2.4708295816665813,4.474348462269762,1.5642683884034119,1.477085146081291,1.291545384515528,6.85555796602974,1.0315511154016268,1.979746867221503,3.0790552574626107,1.9988366862313889,2.831021538250238,1.1284026102772953,2.002702677053009
w3,11.46501057216517,2.4935709263530628,3.1443228960342995,1.4095661482051296,1.0433470416933337,2.4713298733821425,9.474745029591896,0.9402620345125793,1.9890017704429592,3.017570066734894,1.842391341013069,2.93474539405917,1.1641353487065471,2.0189584588892524
w4,12.098559041035466,2.524125822334844,3.4405434059552,1.360408252492997,1.1437312188705477,2.579841363238259,10.06031323785937,0.9447273954770586,1.9560731134707867,3.0288632140637755,2.0599060385282097,3.0495286297283726,0.7904821271327883,2.204984710111597
w5,7.817929432819421,2.5390062751666465,2.149819726396926,1.5094420505481185,0.7129613108207011,1.519676616616748,5.908504549028902,0.996961811745749,1.9516156018502326,3.045800909987682,1.8487781234696536,3.0008958224025144,1.8318117520846284,1.8615740968283248
w6,13.795725850274973,2.5156408322704,7.696928357881512,1.4671520313882354,2.5518465485851287,2.2527697546172654,11.84728216988148,0.9865928948991666,1.9649747687676142,3.0478339248234287,2.133806133133468,3.1893682071188616,1.410849603738615,1.7341440847354614
w7,13.567320018752579,2.5076803646092003,6.505540000736216,1.5542213568683922,2.1696991166997566,2.4313975098554055,11.645716886629135,1.028253094713317,1.9990038754198092,3.002648229698869,2.0152887770193075,3.1362040806553133,1.5104902369020994,2.049031859814818
w8,12.85905112802647,2.4551491446389817,3.1546432051173454,1.4809603606193558,1.055082621161084,2.8862443466295797,10.770802149941415,1.0142956375874959,2.0091607556279163,3.027021437170357,1.7990495729329596,2.9833803016514153,1.3257241523352121,1.933715915409688
w9,17.83532021493688,2.5359590954928546,3.231198905767787,1.3984317979613288,1.0451702131838931,4.626266744737822,15.945057032532977,1.0118306939825057,1.922126278721405,3.121777160310084,2.144270062171787,2.999334189335529,0.6781180459534942,2.0119343340562312
w10,10.318778416290684,2.3978185384819644,1.4563079988879073,1.330283647095577,0.5069027971182296,2.401207412907794,8.262203847182944,0.9148962100130346,1.9895921221590023,2.969830028449813,2.0180970168905388,3.1032984986331638,1.1921746750708981,1.9794229544265782
w11,16.760164775333603,2.5474079795073616,10.318873223778727,1.5026711388480862,3.434309430145073,2.6582391368387595,14.82656845149775,1.0294300095475462,1.9911867850881098,3.0460190236443694,2.0823215785122153,2.9798832029053113,0.48210080919382514,1.9472439826352475
w12,18.689300606871477,2.4141150426036986,7.305593187311635,1.393539504896617,2.446970766497624,3.891577755931309,16.591111718986156,0.9471393918280286,2.030731751897328,3.019435934746632,1.979167074861589,3.032130068285148,0.8135266836384398,2.2578919545055367
w13,5.167056473460497,2.443399347358398,0.20203346055069635,1.5415407877499931,0.0767273167275998,1.0513119124945691,3.241815504148897,0.9797366865203617,1.9480802709360026,2.9450407536704857,2.096177886979969,2.9969768052390444,0.9249308329944533,1.5071405800731965
w14,11.218259696074998,2.5167969129108614,3.2275010380170985,1.4257500694516558,1.0817259114540447,2.3844385581956695,9.169822141869082,0.9329802857705457,2.039166549347099,3.05846556742081,2.04063158814875,2.9408361080771743,0.7273806427290032,1.7267843385048687
w15,11.293504500280811,2.4315164984481052,6.606831220850308,1.3884114828560312,2.2001426450046733,1.6679893142078788,9.392450125217946,0.9581968122110759,1.9683497739535258,3.009319533766867,1.9971524332402606,3.0425940147167605,1.7653859979110533,1.847879477606496
w16,8.356037647462102,2.4455483259226507,-0.962711284920246,1.5875532652894009,-0.3325951819104578,2.3380106551394904,6.336438938314729,1.0367063968636603,2.0334118777784527,2.8463151173975954,2.1063017978526943,2.910507229549962,0.5628172208261346,1.9122235589765595
w17,8.560144354721507,2.5484350951025836,4.203342173348324,1.492288873883945,1.3817997224380738,1.2843671905967176,6.641316978646103,0.9837707046392806,1.9214018965864277,3.0752572588821514,1.970335843838485,2.8732707508982527,1.5502127373249062,2.1889195391902545
w18,6.638487479439886,2.4823471378536404,-0.13508750367363515,1.5295321904679717,-0.05530425220336288,1.5887145608299407,4.6330228336835795,1.016743501011157,1.9980821149619692,2.995894619941326,2.018004236498417,2.9626737909695433,0.20865735066966207,2.017176980192014
w19,13.136342108549226,2.6113130980963595,1.8241240056679349,1.5747854332209832,0.6350745356259151,3.262882532441759,11.128867710494243,1.0202633643496815,2.021929345381909,3.0995273558914263,2.047142871379594,2.9097264553501714,1.4137603174620843,2.1848054570420485
w20,6.05186001856143,2.566342439998704,1.375683570960951,1.562812595330245,0.4735123302239427,0.9795854669054838,3.894045409397185,0.994463659762936,2.0405221022337323,3.091864299636709,1.7998667597776872,2.8612935951689216,0.37358303620016364,2.13372109192434
w21,6.518883150304872,2.4217600641894363,-1.842474883112092,1.4640868497440271,-0.6236965186795445,1.9565068030950448,4.568829023906867,0.9283573167680166,2.0361914022911214,2.9367100362321734,2.1759756067629037,2.9456702404337944,1.4682220415639027,2.1206201183855686
w22,14.347662721613405,2.4416613061871626,7.219841820932039,1.4923825211032,2.393892127919214,2.5041030234113286,12.320583395126988,0.9770427626828658,2.0062052111677984,3.015522932474198,1.9777338516038216,2.90918919819489,2.0393943906081122,2.2741247268614786
w23,6.382261701322568,2.369774024783048,-3.606364834488677,1.4747181753293799,-1.2175858125188883,2.2817909833487326,4.436433368011828,0.9792886173380423,2.0060088996216323,2.9579102173297374,2.057388820508929,3.0104818335225634,0.938584253235451,1.9908434462920417
w24,6.672164331182967,2.4471174390978048,4.756418204231744,1.5926859586502706,1.590384889623971,0.46485384201622315,4.620767162908318,1.0677689356972464,2.0568687465342457,2.9738892623001605,1.9854564975526348,3.192269323926528,1.8725820534384647,1.7920873211465087
w25,8.85823909223466,2.472292784684511,5.1281173978321295,1.5225687922940454,1.6889585098996718,1.2051350113968797,6.958123512759098,1.0308004771569383,1.9473497971840297,3.0173597894845425,1.98137129957229,2.9789922074330075,1.546405765624465,2.048679714811992
w26,8.03070303480487,2.4497238575265556,-1.2685933227319237,1.46945994914596,-0.4130309548084643,2.3121753667309215,6.079399745586327,1.0103845967256098,2.022844162363348,2.939525419266046,1.995471780990267,2.988307415032907,1.6959283430370995,1.560431393270871
w27,13.53235779611743,2.400359630700963,6.571602887348044,1.5084221727657392,2.1857012026952436,2.3755748958512526,11.518716306163343,1.016781733827921,1.9689484526730396,2.986856338314806,2.0319819360753635,3.0533796846227945,2.1729886410862442,2.0672046793932486
w28,6.167777466221412,2.4494536350545477,2.4153456697307796,1.5289369621389428,0.7802118760872525,0.8973501503356256,4.260342761115267,0.9551883629253968,1.936438997371763,2.9660539562947315,2.0210874595825863,2.9378110096627656,0.7488453704103257,2.0727000536762437
w29,5.96334864671237,2.5241554048084907,3.234903694085876,1.5851800851694517,1.0804802396423197,0.6485969234414712,4.108151838599589,1.0303120877505063,1.9440221155971846,2.998241961496588,1.943552354493905,2.91601860047139,0.8139991854942181,1.9509744045734412
w30,13.090467098631649,2.5282334787966447,6.174281820746452,1.5684679779435429,2.0691032623935843,2.324095897577282,11.111159270237412,1.0511877389519402,2.0018352768165237,2.9540799353831755,1.999084900094193,3.187639077738636,1.192033931051704,2.0729733596796884
w31,14.975198993266856,2.5132813681831214,6.213140912373829,1.448027325645621,2.084320024548651,2.9375521901610564,13.001428682022532,0.9603512687149776,1.9733123783223419,3.0345109352794952,2.062689514139508,2.9529684664501756,0.8813431418316794,2.3354125917070387
w32,15.190681808553471,2.6344735851426515,5.55820792368338,1.6026632393978073,1.85579647632192,3.1521936998109457,13.163948364920326,1.075808610823635,2.011217700319334,3.0177460101069933,1.9709569921417873,3.0020020295328353,1.2042907319310432,1.921682904429422
w33,13.490555347722989,2.4221441007564275,9.52689318738296,1.3972282407951355,3.166143656677027,1.692203364769061,11.482698437082755,0.9560772820059016,1.9932957241611342,2.944503621374013,1.775562015749805,2.878686338201219,1.3528965014462806,1.906960106613823
w34,10.75975646888824,2.4844305911127615,6.470286809757126,1.2875390719986328,2.1338398005439854,1.4864033639745267,8.735921250873787,0.9383691703579942,1.9951567996728443,2.9027501554414146,1.971317986480435,3.0980506116029844,1.4058258099873133,1.6725054376770554
w35,5.974900604158914,2.366218102392692,-1.543896708719729,1.4206747564525628,-0.5151404523989451,1.7142340536751184,4.038474573789992,0.9527257274093748,1.9400655299299303,2.936022457781226,1.929366959776638,3.0697489899009236,0.3065009043421808,1.9887724534271847
w36,13.05764567870132,2.4461150221307877,3.9269571293170213,1.6177252606618884,1.2642728575241118,2.8454168668267714,11.062361635128232,1.0598926581040042,1.9970590044718703,2.9898063789083458,1.9946009598962209,3.1047031986595357,1.1846924659750135,2.0010048254785695
w37,10.301387550123582,2.5404907598122346,2.0188634429087227,1.5071346455007593,0.6734784902545541,2.335465953485285,8.310807450970056,0.9735590975685875,2.035230141245655,3.0447076533652235,1.9100433377068775,2.8468039599185673,0.6723689181887746,1.9148671576102303
w38,11.537973855345378,2.588315064071768,4.342500166826552,1.6087027400968128,1.4488113090413777,2.2200347851016966,9.548978012375034,1.0670934672485435,2.001979681995899,3.0623300214355456,2.19121096102947,2.994647415838014,0.7453417646785813,1.9213419289318803
w39,10.475879703355272,2.5158687291955704,0.9826063445136415,1.5163244750263936,0.33133346945191355,2.592716304317718,8.486193722730475,0.9796824829961699,1.959028553209918,3.0411704540671947,1.9973485323768498,2.815255037516647,1.1667333283015862,1.9572762168198963
w40,16.47564580272424,2.497163777645883,9.530398413752874,1.5977926995687306,3.174394434232209,2.753754304647027,14.601542433873487,1.0573729494830917,1.9150146863248119,2.9144536946186195,2.047039305325552,3.025404249569758,0.4193718763940879,1.9925729502369174
w41,9.209207516374047,2.5013615313954025,3.419430698378049,1.5224627995338198,1.1226408562417776,1.6822202185629211,7.317879809945047,1.0252405213331517,1.9753689612963399,2.9914952104825994,2.0481893622995795,3.0167401880304405,-0.5645429065072116,1.5735019864588398
w42,11.666049508529653,2.4578948773756535,5.2297798518120535,1.3843798725762642,1.7436703498661963,2.054575729587761,9.662455618860944,0.9912997285768367,2.0425190620565337,3.012545655143874,1.9727881748430478,3.0481148705550662,1.3919278792889642,2.1848387313475923
w43,11.358079220976256,2.4553975843826903,5.300427759770608,1.5199607841616747,1.790183272561619,1.933194315229984,9.386890519772784,0.9802577296711786,2.041686639091241,3.0038112904645833,2.0278874618945646,2.925606930819255,0.7574896708339706,1.9386184674944837
w44,15.356461520481703,2.545609549819796,5.386927864896612,1.5566044658329676,1.7702915580087422,3.258767238280494,13.36646789303503,0.9914612453638831,1.9855172070144878,3.089558398526303,1.9651534770022199,2.886189713346341,1.7917793646201678,1.8576429516673265
w45,11.097664222996492,2.51323571718133,6.920143611207735,1.5320740172586038,2.320841279350317,1.4438346840330962,8.96587892245273,0.9882882580254663,2.0960733000364384,3.07713931328516,2.116612204642068,3.039633482026318,0.716377502712927,2.036305044956455
w46,3.4465516417660016,2.4615614844276235,2.0595300949023274,1.5284388076624158,0.6960215438903918,0.0218308219471528,1.491500707521805,1.011053506859216,1.9770983983738386,3.0565052920016247,2.025589288795326,3.0107754846619943,0.7570302038347574,1.935425556333532
w47,11.12526680470753,2.415533566915306,7.140821545332449,1.3270022813859255,2.3879085407419254,1.4584682449886652,9.076854459242425,0.9040129721038918,1.9838558454313775,3.019705224506444,2.0673545788913317,2.906113014014143,1.4200006225964303,2.1298908851267218
w48,10.49929949462528,2.539771110642502,5.870339348941182,1.5316654605675586,1.9516010180807757,1.5020788426170792,8.408264993388494,1.0399086966078488,2.0699344848209367,2.9936735253469893,1.947700792200925,2.872935367914078,1.3628162817793572,1.7647814064320928
w49,14.449124259660126,2.4682264765041606,10.261386846379557,1.43974608422285,3.398030411057069,1.8508480293786442,12.376820099563755,0.9749376872960068,2.009274155127036,2.980580478202197,2.3162828439060696,2.9049746004925696,0.7728574318528332,2.5357017200812604
w50,1.8276590714353214,2.471569398169339,1.2418115437130748,1.381779285368258,0.38425340884007575,-0.24084795233451173,-0.011925906012735077,1.0076942966980853,1.9067022216188652,2.937320760253845,2.098282557509329,3.177331425547215,0.5904829006087423,1.8016629087897726
w51,7.404780246886842,2.516573777439846,-2.678902100354132,1.4351091483416607,-0.8934831702022952,2.369419472333259,5.3664469372502355,0.9512446841531548,2.044012055860412,3.065088533720869,2.029095809982989,3.0188226986650575,1.1152029661238043,1.5944664004685012
w52,2.6844253412088452,2.5906554586786315,-0.034031337425109116,1.5962571015064895,-0.02311739330405116,0.2722355461030683,0.7435225135177639,1.0366882693630222,1.9630609472039078,3.067676981455879,1.9345119681894822,3.0290795287811996,0.7974663188552669,1.9382183091837208
w53,12.209500091127248,2.5142687082995225,8.913616878005955,1.5948010830710568,2.9808548150743066,1.4027059976866965,10.142113495936375,1.0385752011625051,1.9823932073183743,3.0319774519031575,2.177804066551559,3.108469923135706,1.3161315091199894,2.1949548737120197
w54,9.429883817647237,2.490846513484246,2.0386331445575077,1.3633838585752487,0.6941503279397484,2.0210269524221505,7.468484882848342,0.922877795510601,2.0113776208342644,3.074688988843752,2.005432722050433,2.9875431817799267,1.2708501327417157,2.0888289074777284
w55,15.895533112487671,2.5880026893790506,1.221922826816774,1.5527869253589142,0.4023399782074364,4.390629279413228,14.003654672956838,1.0321640207634366,1.9566758614040773,3.02792406874019,1.9161664296763292,2.9778974699462513,0.16638486657712592,2.093640200735984
w56,8.474677770108224,2.5353600757316346,-1.054005612173633,1.5821653281146983,-0.3434425806148833,2.4211358351651904,6.509561755114952,1.0357418666182747,1.9693463582945825,2.9627008335016916,1.985019634306885,3.0045832249015563,0.8822944946217186,2.1169543830884794
w57,9.930518828841349,2.5152619854127503,7.350642896527471,1.4431520349719558,2.441326202796475,1.0247155594842678,7.994451061597877,0.9949347041339139,1.9673391712658095,3.0809890963335147,2.0571646361414775,2.968477902173373,0.6402257088731219,1.973996466237615
w58,6.234497447208681,2.6125062838211517,3.5282259157711167,1.5397497736639474,1.1981089628480346,0.6057821867095379,4.304546944788693,1.0268518182790656,2.0245384285264905,3.0145239468250273,2.1058651754362354,3.0351189672352215,1.0569429687265,2.272338126363649
w59,11.45932707649541,2.464743056694247,3.383331355177041,1.6383150659873786,1.1131063793502376,2.438862682731211,9.575253111876524,1.0882183420215776,1.9885631740814589,2.900859708175696,2.1438288128949528,3.030352741747022,0.5881646628999088,1.8391281032605078
w60,-0.5934360704947119,2.5795614960094135,0.6287863872594157,1.4809467990389933,0.2036298724969311,-1.0290306707825403,-2.6684977448935716,0.9949075652915652,2.072526715149544,3.122234606345111,2.100140201033818,3.0472924571725195,0.6447361379508129,1.934774385650472
w61,4.980898253685111,2.641796201573448,2.1344383983681383,1.8007698873573779,0.7205413851902652,0.5140475939230142,2.929901543789364,1.122061242603534,2.050812109723804,3.0317443539242483,2.070852419933937,3.0505780015588084,0.40429679159542553,2.1563084180120535
w62,12.78066909675255,2.510133649218589,6.378842756241816,1.5369321271130172,2.1174468577784866,2.1969343482184795,10.834181268834401,1.0007932666193013,1.9677617353726549,2.961656935400164,1.9616137245798184,3.015355888499698,1.1843599697651666,1.9298423149679256
w63,7.582456506253406,2.438558254133927,-0.3355366158052455,1.4755091854439877,-0.09953238259265151,1.975410547477852,5.538700802823831,1.0169467836360977,2.027963495590343,2.9312926423715653,2.0852191138450045,2.966446088730758,1.0635702644360727,2.0215499970603585
w64,17.295606533085028,2.454041640792717,7.112420245681338,1.4103437351145611,2.378966608653041,3.5169634232681135,15.229693854607072,0.9475372632503837,2.0052589122212323,3.0872616895514935,2.0132714035990573,2.9876497641693476,0.7959100080770904,1.7126515495072225
w65,3.3974313225412263,2.4717873689516043,-4.472041492783993,1.6317175891753368,-1.480031605382902,1.4349027904241483,1.356525047988744,1.009454763465022,2.050116718610003,3.0438565509259514,2.01139400086773,2.9277319359061,0.861184290997792,2.0317509843910573
w66,10.483356636723464,2.489852718466545,3.0164786433625252,1.5771910080195968,0.9956611022010978,2.1368182523855337,8.430791018201315,0.994733094483443,2.1008033595087405,3.0354491847807537,2.148294446887336,3.0630438733874614,0.667748030484209,2.1716024719610107
w67,11.068443967559025,2.4814364579389983,4.359223164901839,1.2842329052836243,1.4439378015830795,2.0309421279021262,9.04304488134188,0.8905654811563279,2.047309017035892,3.038975485132333,2.0289700031758513,3.0113427837376574,0.9944923679175519,1.8390385079769704
w68,12.224470082134328,2.380411459713608,4.4903416359072255,1.313833417781586,1.488702612865742,2.3834620158166877,10.15805124532499,0.8989852808076437,2.0129054230303294,2.9556985709406156,2.0904133064622186,2.9192001002812185,0.10090618711193888,2.2531844213288577
w69,8.35366631539471,2.45002706839649,-0.5717127353897286,1.4799080180258888,-0.19675394502941224,2.250557820302593,6.400180670845321,0.9802706429015166,1.9796072692738182,2.970748585554335,2.102243811458626,2.894704953737773,0.4724374073575185,1.771174745634403
w70,13.723004503549356,2.5089749313867413,4.135681430067716,1.4785800393736224,1.388371520188302,2.973512204993599,11.68887429181552,0.9922484578599622,2.090692388066102,3.013315493620323,1.9944533334495351,3.1568654171343122,0.6933310268025827,1.743156203697955
w71,6.371367002864812,2.421562522550709,3.4584706463075063,1.3995365823917238,1.1670459471857038,0.6877991103372689,4.356668816834878,0.9438857645752414,2.037770957844794,2.9555556127754197,2.0377659039243423,3.0163806438849625,0.6567203501370937,1.9423897007357371
w72,12.70565454973365,2.623744891590301,-0.4384359468369922,1.5748117427496733,-0.14629804535159807,3.645548321837045,10.711834354783441,1.0588502762901506,1.9801483176967811,2.991668332942846,1.8027917432893714,2.9506138369586905,0.8587814666069884,2.0431393301105794
w73,11.229695080906396,2.4415904261217016,4.667825765676653,1.5126603515165395,1.5632545377218494,2.0334610753949827,9.204425159129027,0.9809782493201401,2.0218377928895968,3.0261851612047646,1.9933135630382761,2.9587675254680934,1.5029704714036818,1.684002664690145
w74,9.429140055932164,2.503582049964496,0.42166515205958344,1.529945776873336,0.14702491548539676,2.403499930104825,7.47229450967992,0.9851077879186797,1.9770741739405755,3.0714543841000923,2.0063120287365277,3.0543641908110355,0.2667997498309763,1.9244338914883734
w75,14.060647471436125,2.504226331725198,6.101797309812336,1.6233519930639326,2.015227128929161,2.6269800586103216,12.004043498840248,1.0577446719815025,2.0265095670165625,2.9973645498847143,2.077772806007814,3.158369264155315,1.4103287999230392,1.824796456408941
w76,9.432844931451324,2.4902754516635763,6.345910364062133,1.416893710346,2.106056202178035,1.0530067431008046,7.429782434117287,0.9315277633163555,1.9464075684094877,2.912768318760124,2.0274528844115456,2.8661066671118642,0.4180666523408383,1.989071477185652
w77,10.309799384645451,2.430675536106968,-1.0172271009583262,1.3228319107269497,-0.3251486498454894,3.0109500126296282,8.398441635253107,0.9347650812971423,1.9446626891998973,3.0558708759202293,1.9556367867909474,2.8828945528462047,0.7647671790766366,2.0525591605184528
w78,8.677674575108435,2.5195828683537567,2.056377761008415,1.5732446974145038,0.685651148546744,1.7641020558152247,6.723564964394138,1.0140739060903585,2.0058736512177715,2.9452095304571393,2.0663246823468926,3.0343453399282865,0.5887964577176752,2.441142864761103
w79,10.658636662890466,2.5961901491021147,5.013529803566636,1.5530144333168698,1.6841200040848192,1.748772778252391,8.62837110216125,1.077066074181918,1.9949315724327896,3.0145916295256265,2.0808383081058563,3.083133943897286,1.4948079490547899,2.099064830797683
w80,7.765101219799676,2.4797176972952757,-0.6861432588155488,1.4399507860463587,-0.21233584819142548,2.0415973264225244,5.727394528455637,0.9763788051808643,2.0042968300750044,2.922053636352251,2.001339310934897,3.0691437325491036,1.4110597740890751,2.1568764069364867
w81,12.666879085971047,2.579336660569938,5.858375306613417,1.524843552704195,1.9365904321688532,2.271091863815709,10.645559555327482,1.0144914849636317,2.0080961852196344,3.046092437998362,2.1486613588530745,3.0657362147300637,1.919707882514448,1.8446889396798538
w82,8.902945030568741,2.475647493725158,2.0055017488564584,1.4630210225688154,0.6579199620519509,1.8859818421486199,7.006662383178682,1.0013037117608092,1.928912346556173,3.0293662161340102,1.9821571139575649,3.0574317418947228,1.2813467998108956,2.1188554063017855
w83,9.964477091179663,2.3932511337886133,4.64797622769889,1.385403295866674,1.556500919188453,1.6412936777244962,8.010027298465342,0.9239448549047279,2.031354197599832,2.994591539678012,2.0712906855391013,2.9687378460659435,0.8186805873975171,1.960266822719324
w84,6.361858632223927,2.5747408199668587,6.095310792339185,1.534247283722218,2.032017463461446,0.1460196591918388,4.4912438977777756,1.043649458858884,1.912604599191477,3.03593976080762,1.8155112893854357,2.8762568069302743,0.39493295845149234,2.0851457358142045
w85,11.020887625702944,2.554437301764733,6.907505303378961,1.5790826688143687,2.3317364037425694,1.511625641451306,9.162676605379922,1.0347803711710684,1.9334973592141593,3.0028386806917227,1.8227552301528755,2.8947408106759918,1.5392145387135865,1.9525861506994273
w86,6.990982124080637,2.484924220473554,-1.1140816172304886,1.436454324404224,-0.35501663024355223,1.8568466105943509,4.939027731009161,0.980268207195117,2.0306264600674124,3.0584008148088677,1.9491257358597054,3.0796211589998577,0.8659536191830532,1.923480828138862
w87,9.946920686862654,2.5512143770506643,4.12703087155716,1.4541523545383035,1.3852720528890292,1.7492765517954034,7.918471244367922,1.0289934290655942,1.9368002431667906,3.055251866395426,1.989214859075761,3.194017409265687,0.505424068571273,2.0220314477001886
w88,4.302763271929697,2.459738723455696,2.4898712127903386,1.53840441046653,0.7963345325769728,0.23800858223031707,2.2971382545720953,0.972977864232421,2.0545100419830202,2.9561297428500866,2.0544035136826855,3.0136208142940935,1.4334506851371596,1.9849707968576464
w89,9.20317430668139,2.5057654753176104,0.6583443415307902,1.3141268123873127,0.22476046037267627,2.271667264665962,7.255111728424717,0.9785564956558015,1.9739221226992374,3.0010058727278164,2.037263685197276,3.0379791613377094,1.2425530402874736,1.8845667744402197
w90,8.923898256022149,2.49543545321899,3.9857824182186032,1.4962628584083857,1.3425606645346502,1.4675518130201461,7.075113352231922,1.017961797463087,1.8961047396491173,2.9911857934878725,1.8963089464911513,2.9670120189276123,2.1046193453688327,2.0253491489760647
w91,9.705362294552444,2.4960972546287707,4.057948143063398,1.6519861581554942,1.3690934764265181,1.647970046131977,7.70714957427931,1.0920172643732569,1.9625378837240908,3.002699012941022,2.114058150454713,3.0198580795521646,1.0604698975862619,2.12035821385979
w92,10.773312646698656,2.4661712740879893,2.3949400288426173,1.5633048808913097,0.7945508032619315,2.3808169644096497,8.772461454157913,0.9739600810914645,2.0143787499163546,2.9827863974050515,1.872455797649908,3.165438207464155,1.2344797270665846,1.7560639785150727
w93,4.494237910099358,2.577119922597452,-2.147678628303998,1.578865681087673,-0.722171640903615,1.3268030030708764,2.5303060083006903,1.0294924315211693,1.9576221293070302,2.9224771375305423,1.9762069763040742,3.0430594335904346,1.330506324307711,2.1810684020201547
w94,12.637556290609435,2.415282324112392,6.154047966853525,1.457805142847528,2.0793894618186712,2.185800670729923,10.68163789434326,0.9517263006669288,2.04361588975891,3.0113358540485566,2.060556933489634,3.095659013308751,1.3296679477479056,2.4019555942273554
w95,12.078420431625162,2.5611464234465777,4.150159910702487,1.4653541468192202,1.3536946003522525,2.4815083444018415,10.145896733601262,0.9519106349022687,1.9346520236683793,2.971618520250761,1.9322360685147653,3.08303957181673,1.4525815947986673,1.7493226550696477
w96,10.245055989393396,2.512147108916864,2.9457207517760433,1.526624174817346,1.0021612243111273,2.081668417276334,8.270374592917285,0.9985739793083083,1.9576561553899479,3.0332355305550114,1.909143019724338,3.083741742051968,2.033133175784241,1.798581570698341
w97,6.8414786404531105,2.510401333692329,2.8674389891916836,1.4302343664011525,0.9457252644243173,1.0091300260692315,4.938655703731321,0.9806840058482814,1.9400949685731594,3.073887681763294,2.0547833663468085,3.0029003044077434,1.8800837405752118,2.2037720446239235
w98,5.915565382917163,2.463752864523475,-1.402361039035824,1.5284636338506916,-0.49189494157704083,1.7147772641755863,4.018859010169563,1.0523584625313331,1.9076616619875137,3.018806907381136,2.0363456527358914,2.9218955914766154,0.9430111493800908,2.2294194843938753
w99,2.114117268056224,2.5157605465902955,-1.6659596345749481,1.5404097945495265,-0.5703677969549006,0.4376742647482492,0.15268493522574722,1.00931809601214,1.9721931500610383,3.065246252817647,2.0412454979041303,2.9879092745651086,0.18750523061118618,1.6916468657436763
w100,17.584769606271877,2.5071739525837993,-1.576355916145168,1.3828496032000428,-0.5258029747179653,5.521821728999888,15.503324999138293,0.9394701692905925,2.058046734986652,3.002621899476541,2.045370016626367,3.050404781737546,0.7666140772971433,2.089178953852063
